"GEOID","NAME","variable","estimate","moe","summary_est","summary_moe"
"06037190902","Census Tract 1909.02, Los Angeles County, California","B01001_001",3518,315,3518,315
"06037191000","Census Tract 1910, Los Angeles County, California","B01001_001",4454,522,4454,522
"06037191110","Census Tract 1911.10, Los Angeles County, California","B01001_001",3478,492,3478,492
"06037191120","Census Tract 1911.20, Los Angeles County, California","B01001_001",3900,453,3900,453
"06037191201","Census Tract 1912.01, Los Angeles County, California","B01001_001",4414,608,4414,608
"06037191203","Census Tract 1912.03, Los Angeles County, California","B01001_001",2383,271,2383,271
"06037191204","Census Tract 1912.04, Los Angeles County, California","B01001_001",2033,193,2033,193
"06037191301","Census Tract 1913.01, Los Angeles County, California","B01001_001",2224,240,2224,240
"06037191302","Census Tract 1913.02, Los Angeles County, California","B01001_001",1947,166,1947,166
"06037191410","Census Tract 1914.10, Los Angeles County, California","B01001_001",4646,446,4646,446
"06037191420","Census Tract 1914.20, Los Angeles County, California","B01001_001",3096,406,3096,406
"06037191500","Census Tract 1915, Los Angeles County, California","B01001_001",5931,504,5931,504
"06037191610","Census Tract 1916.10, Los Angeles County, California","B01001_001",4237,451,4237,451
"06037191620","Census Tract 1916.20, Los Angeles County, California","B01001_001",2532,315,2532,315
"06037191710","Census Tract 1917.10, Los Angeles County, California","B01001_001",2937,250,2937,250
"06037191720","Census Tract 1917.20, Los Angeles County, California","B01001_001",3224,344,3224,344
"06037191810","Census Tract 1918.10, Los Angeles County, California","B01001_001",3367,450,3367,450
"06037191820","Census Tract 1918.20, Los Angeles County, California","B01001_001",3176,323,3176,323
"06037191901","Census Tract 1919.01, Los Angeles County, California","B01001_001",3060,369,3060,369
"06037191902","Census Tract 1919.02, Los Angeles County, California","B01001_001",2788,345,2788,345
"06037192001","Census Tract 1920.01, Los Angeles County, California","B01001_001",2370,291,2370,291
"06037192002","Census Tract 1920.02, Los Angeles County, California","B01001_001",2597,266,2597,266
"06037192300","Census Tract 1923, Los Angeles County, California","B01001_001",2463,214,2463,214
"06037192410","Census Tract 1924.10, Los Angeles County, California","B01001_001",3700,285,3700,285
"06037192420","Census Tract 1924.20, Los Angeles County, California","B01001_001",4280,583,4280,583
"06037192510","Census Tract 1925.10, Los Angeles County, California","B01001_001",3840,360,3840,360
"06037192520","Census Tract 1925.20, Los Angeles County, California","B01001_001",5269,457,5269,457
"06037192610","Census Tract 1926.10, Los Angeles County, California","B01001_001",3703,504,3703,504
"06037192620","Census Tract 1926.20, Los Angeles County, California","B01001_001",3542,369,3542,369
"06037192700","Census Tract 1927, Los Angeles County, California","B01001_001",3449,474,3449,474
"06037194101","Census Tract 1941.01, Los Angeles County, California","B01001_001",3277,331,3277,331
"06037194102","Census Tract 1941.02, Los Angeles County, California","B01001_001",3189,280,3189,280
"06037194200","Census Tract 1942, Los Angeles County, California","B01001_001",3524,546,3524,546
"06037194300","Census Tract 1943, Los Angeles County, California","B01001_001",3262,405,3262,405
"06037194401","Census Tract 1944.01, Los Angeles County, California","B01001_001",2391,261,2391,261
"06037194402","Census Tract 1944.02, Los Angeles County, California","B01001_001",3579,389,3579,389
"06037194500","Census Tract 1945, Los Angeles County, California","B01001_001",2019,156,2019,156
"06037195100","Census Tract 1951, Los Angeles County, California","B01001_001",4978,415,4978,415
"06037195201","Census Tract 1952.01, Los Angeles County, California","B01001_001",3128,204,3128,204
"06037195202","Census Tract 1952.02, Los Angeles County, California","B01001_001",3304,306,3304,306
"06037195300","Census Tract 1953, Los Angeles County, California","B01001_001",3089,311,3089,311
"06037195400","Census Tract 1954, Los Angeles County, California","B01001_001",4451,411,4451,411
"06037195500","Census Tract 1955, Los Angeles County, California","B01001_001",5548,431,5548,431
"06037195600","Census Tract 1956, Los Angeles County, California","B01001_001",2948,343,2948,343
"06037195710","Census Tract 1957.10, Los Angeles County, California","B01001_001",4487,542,4487,542
"06037195720","Census Tract 1957.20, Los Angeles County, California","B01001_001",2000,253,2000,253
"06037195802","Census Tract 1958.02, Los Angeles County, California","B01001_001",2691,284,2691,284
"06037195803","Census Tract 1958.03, Los Angeles County, California","B01001_001",2634,224,2634,224
"06037195804","Census Tract 1958.04, Los Angeles County, California","B01001_001",2533,261,2533,261
"06037195901","Census Tract 1959.01, Los Angeles County, California","B01001_001",2237,181,2237,181
"06037195902","Census Tract 1959.02, Los Angeles County, California","B01001_001",1864,204,1864,204
"06037195903","Census Tract 1959.03, Los Angeles County, California","B01001_001",2008,130,2008,130
"06037197200","Census Tract 1972, Los Angeles County, California","B01001_001",3909,455,3909,455
"06037197300","Census Tract 1973, Los Angeles County, California","B01001_001",4052,297,4052,297
"06037197410","Census Tract 1974.10, Los Angeles County, California","B01001_001",4331,364,4331,364
"06037197420","Census Tract 1974.20, Los Angeles County, California","B01001_001",3564,529,3564,529
"06037197500","Census Tract 1975, Los Angeles County, California","B01001_001",3914,357,3914,357
"06037197600","Census Tract 1976, Los Angeles County, California","B01001_001",2166,208,2166,208
"06037197700","Census Tract 1977, Los Angeles County, California","B01001_001",5332,296,5332,296
"06037199000","Census Tract 1990, Los Angeles County, California","B01001_001",5391,753,5391,753
"06037199110","Census Tract 1991.10, Los Angeles County, California","B01001_001",2705,226,2705,226
"06037199120","Census Tract 1991.20, Los Angeles County, California","B01001_001",4511,420,4511,420
"06037199201","Census Tract 1992.01, Los Angeles County, California","B01001_001",3660,482,3660,482
"06037199202","Census Tract 1992.02, Los Angeles County, California","B01001_001",3155,310,3155,310
"06037199300","Census Tract 1993, Los Angeles County, California","B01001_001",4202,349,4202,349
"06037199400","Census Tract 1994, Los Angeles County, California","B01001_001",4759,370,4759,370
"06037199700","Census Tract 1997, Los Angeles County, California","B01001_001",3063,372,3063,372
"06037199800","Census Tract 1998, Los Angeles County, California","B01001_001",5828,492,5828,492
"06037199900","Census Tract 1999, Los Angeles County, California","B01001_001",2692,290,2692,290
"06037201110","Census Tract 2011.10, Los Angeles County, California","B01001_001",2147,234,2147,234
"06037201120","Census Tract 2011.20, Los Angeles County, California","B01001_001",4144,411,4144,411
"06037201200","Census Tract 2012, Los Angeles County, California","B01001_001",2893,294,2893,294
"06037201301","Census Tract 2013.01, Los Angeles County, California","B01001_001",4498,380,4498,380
"06037201302","Census Tract 2013.02, Los Angeles County, California","B01001_001",4341,293,4341,293
"06037201401","Census Tract 2014.01, Los Angeles County, California","B01001_001",4693,496,4693,496
"06037201402","Census Tract 2014.02, Los Angeles County, California","B01001_001",4995,543,4995,543
"06037201501","Census Tract 2015.01, Los Angeles County, California","B01001_001",5367,483,5367,483
"06037201503","Census Tract 2015.03, Los Angeles County, California","B01001_001",3364,190,3364,190
"06037201504","Census Tract 2015.04, Los Angeles County, California","B01001_001",2302,173,2302,173
"06037201601","Census Tract 2016.01, Los Angeles County, California","B01001_001",2323,258,2323,258
"06037201602","Census Tract 2016.02, Los Angeles County, California","B01001_001",2960,287,2960,287
"06037201700","Census Tract 2017, Los Angeles County, California","B01001_001",5514,431,5514,431
"06037203100","Census Tract 2031, Los Angeles County, California","B01001_001",4498,395,4498,395
"06037203200","Census Tract 2032, Los Angeles County, California","B01001_001",5695,500,5695,500
"06037203300","Census Tract 2033, Los Angeles County, California","B01001_001",2000,327,2000,327
"06037203500","Census Tract 2035, Los Angeles County, California","B01001_001",2907,325,2907,325
"06037203600","Census Tract 2036, Los Angeles County, California","B01001_001",5276,498,5276,498
"06037203710","Census Tract 2037.10, Los Angeles County, California","B01001_001",3270,400,3270,400
"06037203720","Census Tract 2037.20, Los Angeles County, California","B01001_001",4072,378,4072,378
"06037203800","Census Tract 2038, Los Angeles County, California","B01001_001",4829,484,4829,484
"06037203900","Census Tract 2039, Los Angeles County, California","B01001_001",3353,298,3353,298
"06037204110","Census Tract 2041.10, Los Angeles County, California","B01001_001",3286,345,3286,345
"06037204120","Census Tract 2041.20, Los Angeles County, California","B01001_001",2971,318,2971,318
"06037204200","Census Tract 2042, Los Angeles County, California","B01001_001",3657,360,3657,360
"06037204300","Census Tract 2043, Los Angeles County, California","B01001_001",5445,486,5445,486
"06037204410","Census Tract 2044.10, Los Angeles County, California","B01001_001",2575,350,2575,350
"06037204420","Census Tract 2044.20, Los Angeles County, California","B01001_001",3154,257,3154,257
"06037204600","Census Tract 2046, Los Angeles County, California","B01001_001",4080,412,4080,412
"06037204700","Census Tract 2047, Los Angeles County, California","B01001_001",5510,683,5510,683
"06037204810","Census Tract 2048.10, Los Angeles County, California","B01001_001",5277,519,5277,519
"06037204820","Census Tract 2048.20, Los Angeles County, California","B01001_001",2241,253,2241,253
"06037204910","Census Tract 2049.10, Los Angeles County, California","B01001_001",3341,284,3341,284
"06037204920","Census Tract 2049.20, Los Angeles County, California","B01001_001",2751,354,2751,354
"06037205110","Census Tract 2051.10, Los Angeles County, California","B01001_001",3904,288,3904,288
"06037205120","Census Tract 2051.20, Los Angeles County, California","B01001_001",3548,249,3548,249
"06037206010","Census Tract 2060.10, Los Angeles County, California","B01001_001",4121,461,4121,461
"06037206020","Census Tract 2060.20, Los Angeles County, California","B01001_001",8947,750,8947,750
"06037206031","Census Tract 2060.31, Los Angeles County, California","B01001_001",4131,517,4131,517
"06037206032","Census Tract 2060.32, Los Angeles County, California","B01001_001",5687,602,5687,602
"06037206050","Census Tract 2060.50, Los Angeles County, California","B01001_001",2031,192,2031,192
"06037206200","Census Tract 2062, Los Angeles County, California","B01001_001",4001,400,4001,400
"06037206300","Census Tract 2063, Los Angeles County, California","B01001_001",6103,1131,6103,1131
"06037207101","Census Tract 2071.01, Los Angeles County, California","B01001_001",3717,318,3717,318
"06037207102","Census Tract 2071.02, Los Angeles County, California","B01001_001",2926,310,2926,310
"06037207103","Census Tract 2071.03, Los Angeles County, California","B01001_001",2393,257,2393,257
"06037207301","Census Tract 2073.01, Los Angeles County, California","B01001_001",4911,363,4911,363
"06037207302","Census Tract 2073.02, Los Angeles County, California","B01001_001",4806,336,4806,336
"06037207400","Census Tract 2074, Los Angeles County, California","B01001_001",1539,400,1539,400
"06037207501","Census Tract 2075.01, Los Angeles County, California","B01001_001",2193,269,2193,269
"06037207502","Census Tract 2075.02, Los Angeles County, California","B01001_001",2888,208,2888,208
"06037207710","Census Tract 2077.10, Los Angeles County, California","B01001_001",4667,405,4667,405
"06037207900","Census Tract 2079, Los Angeles County, California","B01001_001",7162,734,7162,734
"06037208000","Census Tract 2080, Los Angeles County, California","B01001_001",7508,734,7508,734
"06037208301","Census Tract 2083.01, Los Angeles County, California","B01001_001",2148,178,2148,178
"06037208302","Census Tract 2083.02, Los Angeles County, California","B01001_001",5269,518,5269,518
"06037208401","Census Tract 2084.01, Los Angeles County, California","B01001_001",4765,384,4765,384
